customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
66473,29.0,Idaho,Free,Monthly,1,Debit Card,Medium,-1091,25.79686662,119.8322768,0.724957905,425,98,17,76,39,12,38,1
66474,66.0,Georgia,Student,Monthly,2,Paypal,Low,-2411,43.28131556,61.2021989,0.097205247,36,43,6,29,2,41,33,0
66475,72.0,Georgia,Free,Yearly,1,Credit Card,High,-2247,43.81374883,105.1469745,0.717888826,239,224,30,133,67,9,8,1
66476,,Florida,Student,Yearly,4,Credit Card,High,-1713,11.67830178,67.36367728,0.04225524,193,60,13,63,27,2,26,1
66477,75.0,Florida,Student,Yearly,2,Paypal,Medium,-255,25.4651952,92.4371618,0.225322042,78,95,3,163,48,0,35,0
66478,31.0,Vermont,Student,Yearly,1,Apple Pay,High,-2538,10.55402015,62.10264497,0.863797279,254,111,35,149,48,15,41,1
66479,44.0,Alabama,Premium,Monthly,0,Debit Card,Medium,-1871,,67.37732618,0.016908838,262,158,29,0,67,25,33,0
66480,28.0,South Carolina,Student,Yearly,0,Paypal,Medium,-1489,33.51156635,116.280364,0.197196666,347,175,27,191,18,23,30,0
66481,51.0,Georgia,Family,Monthly,4,Apple Pay,Medium,-272,0.603116285,3.026939726,0.402011695,188,283,2,60,58,29,37,1
66482,21.0,Nebrasksa,Free,Monthly,4,Paypal,Medium,-1044,47.20017481,45.91820733,0.793735939,44,192,18,131,42,31,9,1
66483,32.0,Maine,Premium,Yearly,4,Debit Card,High,-1073,40.15139381,72.90480916,0.077545082,245,166,13,186,11,12,31,0
66484,41.0,Wisconsin,Premium,Monthly,0,Debit Card,Low,-859,32.75041492,109.0646369,0.990546145,423,210,43,137,4,14,22,0
66485,59.0,West Virginia,Free,Yearly,4,Debit Card,Medium,-1874,43.21671348,63.8266918,0.291987816,22,55,12,64,52,25,20,1
66486,29.0,Georgia,Premium,Yearly,1,Credit Card,Medium,-1872,21.96133458,48.49169047,0.262658285,106,65,11,175,5,12,43,0
66487,28.0,Alabama,Student,Monthly,3,Apple Pay,Medium,-1218,14.16519113,106.7139899,0.784874675,166,115,24,192,79,32,27,1
66488,56.0,North Carolina,Free,Yearly,3,Paypal,Low,-1644,15.18860114,113.2178044,0.967335608,332,93,47,17,98,1,37,1
66489,61.0,Alabama,Family,Yearly,4,Debit Card,Medium,-1017,38.928458,118.9100011,0.847097409,334,276,21,150,9,36,2,1
66490,76.0,Montana,Free,Monthly,3,Apple Pay,Medium,-1128,,67.33646842,0.959248087,187,292,21,51,98,34,13,1
66491,27.0,Washington,,Monthly,3,Credit Card,Low,-791,4.84687596,93.84577312,0.481749256,188,243,39,47,54,41,27,0
66492,27.0,Montana,Family,Yearly,0,Debit Card,High,-1533,38.2519587,108.6733623,0.587236551,472,59,48,128,21,3,26,0
66493,36.0,Vermont,Family,Yearly,2,Debit Card,Medium,-2841,17.97931236,118.1878513,0.612568207,324,289,10,106,86,17,22,0
66494,29.0,Vermont,Premium,Yearly,4,Debit Card,Medium,-812,,76.83912195,0.138302296,177,11,14,121,65,16,46,1
66495,30.0,Florida,Family,Monthly,4,Credit Card,High,-1893,35.59049159,71.14015452,0.864331166,347,206,27,11,32,24,23,1
66496,60.0,Nebrasksa,Free,Monthly,1,Debit Card,Medium,-459,0.197801405,54.88145951,0.074234023,324,18,13,127,38,21,34,1
66497,74.0,Wisconsin,Premium,Yearly,4,Debit Card,Low,-2465,10.84202735,112.9354909,0.258333203,293,70,1,171,9,38,37,0
66498,66.0,Alabama,Premium,Monthly,4,Debit Card,High,-1221,7.44692055,84.86585243,0.599606116,401,196,41,66,18,40,16,1
66499,41.0,New York,Premium,Yearly,4,Apple Pay,High,-2648,24.39948666,105.8979083,0.405116714,40,223,44,171,93,24,44,0
66500,66.0,South Carolina,Student,Yearly,0,Paypal,Low,-2258,40.44157397,28.46720999,0.654976812,78,196,26,23,98,15,36,0
66501,19.0,Alabama,Premium,Monthly,0,Apple Pay,Medium,-2643,37.62978452,73.29137415,0.368189168,299,60,41,4,23,24,42,0
66502,72.0,Wisconsin,Student,Monthly,3,Debit Card,High,-367,17.25551422,106.3529929,0.641033951,246,204,40,20,70,41,44,1
66503,41.0,Wisconsin,Family,Monthly,2,Credit Card,Low,-735,39.98246367,82.72021488,0.644372981,353,242,8,9,62,24,4,0
66504,35.0,Idaho,Premium,Monthly,4,Credit Card,Low,-2705,3.86206132,46.18149309,0.890956866,469,32,43,143,13,25,47,1
66505,26.0,California,Family,Yearly,2,Credit Card,High,-2675,33.30699533,10.1121848,0.664506752,10,93,26,111,3,19,21,0
66506,,New Jersey,Premium,Monthly,2,Debit Card,Low,-930,21.75138597,46.91762697,0.795745077,120,242,39,8,42,20,47,0
66507,41.0,Virginia,Family,Yearly,2,Credit Card,Low,-2360,0.62691562,75.37933545,0.943835377,131,222,34,190,44,9,2,1
66508,,Utah,,Monthly,3,Debit Card,High,-1638,12.37534063,115.7682372,0.082646442,277,113,3,111,86,2,10,1
66509,23.0,Florida,Student,Yearly,3,Debit Card,High,-1216,27.90641202,111.0737818,0.614109056,274,83,46,167,65,17,45,1
66510,61.0,Washington,Student,Yearly,1,Apple Pay,High,-71,23.22357987,74.51922283,0.089535316,128,106,38,187,44,1,36,1
66511,67.0,Idaho,Free,Yearly,1,Credit Card,Low,-929,45.45057574,91.2391538,0.83655996,285,52,27,112,43,48,5,1
66512,54.0,Idaho,Premium,Yearly,0,Credit Card,Low,-771,,103.9157475,0.221189185,98,225,11,117,78,23,25,0
66513,32.0,California,Free,Monthly,0,Debit Card,Medium,-1281,44.51407919,57.40541131,0.949211879,279,133,11,134,99,4,17,1
66514,42.0,Georgia,Family,Yearly,1,Apple Pay,Low,-2175,16.60266412,48.02728923,0.129036469,244,159,27,109,14,1,35,0
66515,18.0,Alabama,Student,Monthly,1,Credit Card,Medium,-1003,33.11306118,62.45321464,0.61264587,176,192,11,44,2,10,17,0
66516,19.0,Washington,Family,Yearly,3,Paypal,Medium,-2687,2.572234368,61.415147,0.299134035,187,137,38,79,94,17,43,1
66517,25.0,New Jersey,Premium,Monthly,2,Debit Card,Medium,-1283,30.23015828,114.5495233,0.991608681,387,267,13,101,91,40,32,0
66518,36.0,Alabama,Premium,Yearly,2,Debit Card,Medium,-239,1.874955797,38.35307223,0.035899618,98,15,16,10,89,48,48,0
66519,32.0,Idaho,Student,Yearly,1,Credit Card,Low,-117,0.949669708,33.67828085,0.864293506,295,67,19,111,64,42,13,1
66520,,New Jersey,Premium,Monthly,0,Credit Card,Low,-1877,45.52571783,80.09131883,0.289347452,438,126,34,143,37,26,34,0
66521,63.0,Florida,Premium,Monthly,2,Apple Pay,High,-9,42.88274584,87.15471849,0.514327725,105,179,34,35,64,6,24,0
66522,33.0,South Carolina,Student,Monthly,4,Credit Card,High,-2890,36.68334497,60.53331334,0.502194794,434,241,23,32,34,30,17,1
66523,76.0,Georgia,Student,Yearly,3,Debit Card,Medium,-948,,95.41288894,0.342535184,190,40,31,109,17,15,38,0
66524,58.0,South Carolina,,Monthly,2,Apple Pay,Low,-1669,10.56097257,83.30535751,0.776797712,264,119,40,158,7,28,37,0
66525,63.0,South Carolina,Premium,Yearly,4,Paypal,High,-2543,,70.41486372,0.863904247,440,42,26,49,84,34,34,1
66526,73.0,Maine,Family,Yearly,2,Debit Card,Low,-822,44.10121767,102.8912562,0.259153566,138,190,29,164,42,7,2,0
66527,68.0,Wisconsin,Free,Yearly,1,Debit Card,Low,-1333,31.92017669,93.01567975,0.511721037,476,61,9,78,57,20,27,0
66528,62.0,Utah,Family,Monthly,4,Paypal,High,-762,32.52676488,74.85412238,0.856086125,37,117,20,183,85,39,41,1
66529,79.0,New Jersey,Premium,Yearly,4,Apple Pay,Medium,-1958,28.24108621,4.929083748,0.979323971,369,93,48,115,78,9,35,1
66530,18.0,California,Student,Yearly,3,Credit Card,Low,-1137,7.58568061,77.1180705,0.982928277,113,222,16,124,43,7,22,1
66531,76.0,New York,Premium,Monthly,0,Credit Card,High,-2143,38.96759915,40.93462332,0.763374547,158,176,38,11,95,45,32,1
66532,49.0,South Carolina,Premium,Yearly,3,Credit Card,Medium,-1742,26.37434513,56.42030135,0.270723803,58,236,40,16,29,16,20,0
66533,63.0,Georgia,Premium,Yearly,4,Debit Card,Low,-119,38.77846302,3.672703899,0.829455588,291,40,32,34,38,26,25,1
66534,74.0,Washington,Family,Monthly,0,Apple Pay,High,-2338,20.97182037,80.46012685,0.206882788,243,84,2,99,88,34,31,0
66535,40.0,California,Family,Yearly,1,Apple Pay,Low,-709,38.60263983,66.88560896,0.419955799,10,247,23,16,3,6,2,0
66536,63.0,Vermont,Student,Monthly,1,Credit Card,Low,-814,,51.41884777,0.441222587,107,44,43,86,71,45,46,0
66537,52.0,New Jersey,Student,Yearly,1,Apple Pay,High,-2283,1.881141072,116.0220755,0.090722414,59,154,0,165,11,2,48,1
66538,22.0,Florida,Family,Monthly,1,Apple Pay,Medium,-1962,13.32522194,32.0343517,0.871665413,180,95,5,118,37,34,35,0
66539,62.0,Vermont,Student,Monthly,4,Apple Pay,High,-260,40.45378081,20.06289143,0.943489259,135,67,43,126,77,23,35,1
66540,35.0,Washington,Student,Monthly,0,Paypal,Low,-218,15.2838379,95.02499452,0.503835669,35,295,27,190,33,35,31,0
66541,23.0,Virginia,Premium,Yearly,1,Apple Pay,Low,-1059,24.35920932,74.10758353,0.47988202,233,57,21,121,82,27,47,0
66542,58.0,California,Student,Monthly,3,Debit Card,Medium,-2793,31.4579501,67.80783997,0.595611977,395,83,42,196,10,16,3,0
66543,59.0,Wisconsin,Premium,Monthly,0,Credit Card,Low,-61,3.014546897,37.28822771,0.281117774,274,157,15,78,0,41,10,0
66544,60.0,Wisconsin,Premium,Monthly,2,Debit Card,High,-245,41.66556029,99.83262373,0.217021801,382,101,6,144,92,33,15,0
66545,73.0,Georgia,Family,Monthly,4,Credit Card,Medium,-1346,3.727177123,102.9281709,0.327040928,297,164,24,86,32,40,7,1
66546,43.0,New Jersey,Family,Yearly,2,Debit Card,Low,-2185,,1.367409764,0.811613825,320,111,44,193,85,33,18,0
66547,,North Carolina,Family,Monthly,4,Credit Card,Low,-1781,12.33296097,19.84611106,0.728884028,294,296,38,67,93,49,9,1
66548,52.0,Wisconsin,Premium,Yearly,0,Credit Card,Low,-1285,9.207190231,9.128126635,0.201159969,86,82,18,111,42,15,45,0
66549,43.0,Idaho,Student,Monthly,1,Apple Pay,Low,-2309,15.58353191,115.2889007,0.210186878,61,208,45,46,73,2,32,0
66550,40.0,California,Family,Yearly,0,Credit Card,Low,-891,,51.09919548,0.556620417,466,220,17,149,72,42,20,0
66551,33.0,Nebrasksa,Premium,Yearly,0,Apple Pay,High,-1657,12.49529987,25.1198495,0.680186839,247,73,19,187,75,7,15,0
66552,50.0,Virginia,Family,Monthly,2,Paypal,Low,-1734,44.06785222,21.47419217,0.188802553,215,17,28,176,41,9,21,0
66553,66.0,Wisconsin,Premium,Yearly,0,Debit Card,Medium,-2633,19.5637648,9.058310586,0.575112401,64,111,40,161,75,38,4,0
66554,38.0,New York,Premium,Yearly,2,Debit Card,Low,-1451,,71.25934117,0.088529923,33,157,44,47,36,41,11,0
66555,,Virginia,Free,Monthly,0,Debit Card,Medium,-1833,44.84834494,50.10485068,0.764212627,401,205,45,177,0,37,0,1
66556,28.0,Maine,Free,Yearly,3,Debit Card,Low,-766,20.48834484,63.53939274,0.996408023,123,124,43,109,96,32,0,1
66557,74.0,South Carolina,Family,Yearly,2,Credit Card,High,-2674,25.57039339,47.04506233,0.288224038,475,57,44,88,74,47,49,0
66558,38.0,Florida,Premium,Monthly,3,Apple Pay,Medium,-829,40.9180436,52.6761914,0.341794328,211,272,42,101,60,45,2,0
66559,79.0,Wisconsin,Free,Monthly,0,Credit Card,Medium,-2122,26.60562312,42.19476128,0.531704885,361,82,41,130,66,49,0,1
66560,66.0,Wisconsin,Family,Yearly,1,Debit Card,Low,-1463,16.3467514,16.34941837,0.797335288,146,275,30,181,83,6,34,0
66561,19.0,New York,Premium,Yearly,4,Debit Card,Medium,-296,41.65766667,88.75811014,0.520143863,239,170,17,106,60,10,29,0
66562,35.0,Virginia,Family,Monthly,1,Apple Pay,Medium,-2425,29.99848584,119.3422641,0.183137587,95,52,47,159,61,12,16,0
66563,,Florida,Student,Monthly,0,Credit Card,High,-914,30.74665538,108.9577523,0.338154206,265,177,0,3,80,22,22,0
66564,59.0,New York,Student,Yearly,1,Apple Pay,Low,-2730,11.43067552,27.74987738,0.36782605,97,251,42,6,76,32,11,0
66565,19.0,Georgia,Family,Monthly,0,Credit Card,Medium,-2210,38.45559323,17.09570418,0.642135486,85,61,38,189,45,27,9,0
66566,65.0,West Virginia,Student,Monthly,1,Debit Card,Medium,-2239,11.46546781,54.20156234,0.084314136,125,109,21,68,26,15,38,1
66567,63.0,New York,Student,Yearly,4,Paypal,High,-2645,,114.4567287,0.076101776,447,193,23,173,15,21,45,1
66568,39.0,North Dakota,Student,Yearly,0,Credit Card,Low,-1076,6.305669906,95.68128678,0.869710024,166,158,34,112,22,26,25,0
66569,,Maine,Student,Yearly,4,Apple Pay,High,-633,21.74911106,19.69644373,0.877017304,498,251,32,164,67,34,44,1
66570,22.0,Florida,Free,Yearly,3,Paypal,Medium,-1316,19.80849239,62.40945891,0.80495,170,181,29,38,4,44,22,1
66571,79.0,,Premium,Yearly,3,Credit Card,Low,-1403,13.70863037,109.7628263,0.638586345,322,287,34,50,10,29,47,0
66572,18.0,North Dakota,Free,Yearly,4,Paypal,Medium,-1921,32.35927434,12.75812079,0.331172564,179,292,4,170,61,25,46,1
66573,74.0,Florida,Student,Monthly,3,Apple Pay,Medium,-152,47.81244305,55.67445304,0.978969662,211,202,30,174,17,37,39,1
66574,75.0,North Carolina,Premium,Yearly,0,Debit Card,High,-2484,,74.5920219,0.01737641,280,296,43,87,57,28,4,1
66575,51.0,Washington,Student,Monthly,4,Apple Pay,High,-443,44.12054984,76.87288265,0.432915153,190,177,45,76,90,47,36,0
66576,69.0,Montana,Premium,Monthly,2,Apple Pay,Low,-756,21.3112835,108.8900503,0.818417909,306,156,29,190,54,8,1,1
66577,,California,Family,Monthly,4,Credit Card,Low,-2299,48.55302678,2.395000856,0.588770609,325,171,44,63,75,18,34,0
66578,72.0,Idaho,Student,Yearly,4,Apple Pay,Medium,-2267,36.61990672,33.72426683,0.939702096,397,102,39,104,41,38,26,1
66579,,New York,Premium,Monthly,3,Apple Pay,Medium,-2243,0.545329346,112.4170863,0.757806848,487,112,40,54,25,27,7,1
66580,33.0,New Jersey,Family,Yearly,0,Paypal,Low,-2849,,110.7964998,0.356696241,373,116,0,4,9,31,10,0
66581,,New Jersey,Premium,Yearly,4,Apple Pay,High,-2493,16.48267014,31.61090262,0.729411111,204,289,14,191,30,44,20,1
66582,,Vermont,Student,Monthly,0,Apple Pay,Medium,-1192,35.19251383,18.35965177,0.819847246,322,43,20,111,7,44,12,1
66583,58.0,Virginia,Free,Monthly,0,Paypal,High,-2299,1.759835029,17.9989877,0.595413345,464,231,17,43,79,34,23,1
66584,63.0,North Dakota,Free,Monthly,4,Debit Card,Low,-2008,43.34694631,17.85454234,0.822043276,62,215,36,193,3,43,41,1
66585,29.0,Georgia,Free,Yearly,2,Debit Card,Low,-2750,10.5220272,33.37186759,0.869950182,371,7,9,33,77,47,40,1
66586,65.0,Virginia,Family,Monthly,2,Apple Pay,Medium,-63,43.1776881,76.6767989,0.805541389,470,7,20,62,56,31,46,0
66587,40.0,Alabama,Premium,Yearly,4,Debit Card,Low,-137,12.46848472,38.67910023,0.426850791,46,244,36,109,69,5,0,0
66588,76.0,South Carolina,Premium,Monthly,0,Credit Card,Medium,-514,14.66382733,63.78643363,0.632240651,78,222,23,55,4,43,12,1
66589,47.0,North Dakota,Free,Yearly,0,Apple Pay,Medium,-1546,23.13664228,51.47352918,0.152430381,358,15,43,94,73,22,10,0
66590,18.0,South Carolina,Premium,Monthly,3,Credit Card,Medium,-122,36.1039613,81.28705902,0.607053118,193,111,5,97,54,24,34,0
66591,42.0,Wisconsin,Student,Monthly,4,Apple Pay,Low,-455,30.37773167,71.7555891,0.039561574,154,248,21,13,12,28,36,0
66592,59.0,Washington,Premium,Yearly,3,Credit Card,Medium,-1863,13.50063045,59.28083032,0.224735272,358,296,17,199,46,11,0,1
66593,42.0,Wisconsin,Free,Yearly,0,Apple Pay,Low,-1823,43.22615792,95.52436046,0.64751024,413,140,43,129,43,4,49,0
66594,41.0,South Carolina,Free,Monthly,1,Apple Pay,High,-1151,35.79424189,15.83939784,0.463822119,449,11,29,37,89,3,35,1
66595,38.0,South Carolina,Premium,Monthly,4,Apple Pay,Medium,-311,19.44506274,26.71507804,0.059109089,79,76,17,156,28,10,7,0
66596,57.0,New Jersey,Free,Yearly,0,Credit Card,Medium,-636,35.30163555,3.558299082,0.711829389,130,49,43,133,45,44,20,1
66597,45.0,Florida,Student,Monthly,3,Apple Pay,Medium,-411,1.425438592,33.67089337,0.773322326,252,160,39,94,15,16,42,1
66598,50.0,Montana,Family,Yearly,1,Paypal,Low,-2682,37.73273698,36.0552397,0.88808382,102,262,36,177,9,9,2,0
66599,62.0,New York,Premium,Yearly,2,Paypal,High,-802,36.9891421,58.87646427,0.386011179,281,190,9,125,45,46,47,0
66600,25.0,Virginia,Premium,Monthly,1,Apple Pay,Medium,-1195,32.53719487,104.7191255,0.772725261,380,57,33,134,52,49,9,0
66601,64.0,New Jersey,Family,Yearly,0,Paypal,Medium,-242,10.53646438,95.21725795,0.08638737,248,125,7,166,69,32,41,0
66602,51.0,South Carolina,Student,Yearly,0,Credit Card,High,-2736,49.20793941,77.26054976,0.597247115,47,238,13,178,72,8,48,0
66603,27.0,Nebrasksa,Family,Monthly,1,Debit Card,Medium,-906,4.757138793,35.77260284,0.116292824,382,146,28,189,35,35,4,1
66604,25.0,Vermont,Family,Yearly,4,Debit Card,Medium,-2137,35.29904197,77.92026895,0.467330684,256,198,10,108,86,22,19,0
66605,19.0,Montana,Free,Monthly,2,Paypal,Low,-2235,7.643953109,104.8494707,0.5698548,479,175,25,105,24,44,13,1
66606,,Montana,Premium,Monthly,2,Apple Pay,Medium,-1675,35.42858574,9.477893144,0.19593592,482,237,34,119,47,4,1,1
66607,25.0,Utah,Family,Monthly,3,Apple Pay,Medium,-2359,,5.667080048,0.409616532,415,28,49,98,95,7,49,0
66608,65.0,Florida,Premium,Yearly,3,Paypal,Low,-1526,24.3139807,26.63098556,0.909865597,336,21,19,85,63,1,29,1
66609,36.0,Idaho,Free,Monthly,4,Credit Card,High,-1044,20.32032368,41.65829614,0.4388889,249,271,14,166,1,10,5,1
66610,55.0,North Dakota,Free,Monthly,4,Apple Pay,High,-2322,40.42894572,100.2556348,0.095141883,164,208,0,107,12,14,41,1
66611,35.0,South Carolina,Family,Monthly,0,Apple Pay,High,-1357,24.47849294,71.30308513,0.408465744,100,83,29,69,77,11,46,0
66612,,Florida,Free,Monthly,1,Credit Card,Medium,-427,17.0137149,21.75963275,0.032216707,93,175,9,132,69,7,0,1
66613,34.0,Florida,Student,Monthly,0,Apple Pay,Medium,-104,26.19937573,89.32188016,0.940025263,81,147,29,101,0,14,33,0
66614,,Maine,Premium,Yearly,1,Credit Card,Medium,-2175,20.54390915,27.76344368,0.737827394,407,26,28,70,66,5,10,1
66615,58.0,West Virginia,Family,Monthly,3,Paypal,Low,-2709,34.16066167,14.10144546,0.41377657,364,25,41,54,86,26,18,0
66616,19.0,South Carolina,Family,Yearly,1,Credit Card,Low,-1771,11.17428039,95.26638912,0.753068601,33,215,39,146,85,40,14,0
66617,67.0,Vermont,Student,Monthly,4,Debit Card,Medium,-2306,6.182604119,88.51327347,0.396624223,489,274,10,0,86,24,29,1
66618,40.0,Washington,Family,Monthly,3,Paypal,High,-2757,47.70857132,5.106173885,0.484735834,363,42,24,172,75,37,49,0
66619,,Montana,Student,Monthly,3,Debit Card,High,-2294,,102.0925515,0.59518893,156,164,20,94,58,35,36,1
66620,47.0,West Virginia,Family,Monthly,2,Apple Pay,Low,-766,40.4227844,5.948438621,0.603347879,356,221,21,42,67,15,19,0
66621,69.0,South Carolina,Student,Yearly,2,Debit Card,High,-2404,28.31769318,58.49580292,0.280778691,463,253,21,198,78,36,23,1
66622,,North Dakota,Premium,Monthly,0,Debit Card,Low,-1976,49.83477365,98.79067522,0.472173469,457,231,12,174,60,0,13,0
66623,,Vermont,Free,Monthly,0,Debit Card,Medium,-908,32.97120627,119.0168298,0.093964494,413,31,24,13,53,8,11,1
66624,61.0,Montana,Free,Yearly,2,Apple Pay,Low,-933,5.140341582,102.9850238,0.235912868,368,277,10,54,8,29,26,0
66625,56.0,Virginia,Family,Monthly,4,Paypal,Low,-719,19.61050408,96.74939765,0.137171585,377,178,26,38,59,13,18,0
66626,56.0,Florida,Family,Yearly,4,Paypal,Medium,-1421,28.81012709,42.61899439,0.232270558,107,88,10,2,25,39,28,0
66627,68.0,New York,Family,Monthly,0,Paypal,Low,-1289,44.76595446,112.5156204,0.164122846,135,243,39,102,34,20,4,0
66628,30.0,Utah,Free,Yearly,2,Apple Pay,Medium,-2093,24.80133737,44.70096085,0.166652376,129,79,38,133,18,27,43,1
66629,77.0,Maine,Family,Yearly,0,Paypal,Low,-2386,3.529808134,84.60911047,0.892605884,496,3,34,7,69,44,44,1
66630,73.0,Georgia,Free,Yearly,1,Credit Card,High,-1031,45.76588348,89.93169376,0.729858665,72,183,30,30,33,11,30,1
66631,20.0,West Virginia,Student,Monthly,0,Apple Pay,High,-1639,49.45376132,111.3825279,0.615704757,287,246,28,89,40,30,40,1
66632,72.0,Vermont,Student,Monthly,1,Debit Card,High,-137,42.81616142,46.92924465,0.914774113,12,252,33,136,64,28,36,1
66633,55.0,North Dakota,Student,Monthly,1,Debit Card,Low,-2697,34.7821066,69.21860632,0.007373222,58,286,8,176,89,37,31,0
66634,41.0,Georgia,Premium,Monthly,1,Debit Card,Medium,-778,43.78329841,9.708580668,0.214020347,274,130,28,137,75,46,11,0
66635,29.0,Idaho,Family,Yearly,1,Credit Card,High,-1258,46.33869892,27.66850446,0.909755382,149,250,40,55,66,23,21,1
66636,57.0,Wisconsin,Family,Monthly,1,Paypal,High,-2763,30.31498447,101.5941068,0.396466218,180,10,29,92,29,26,0,0
66637,74.0,Maine,Family,Monthly,4,Apple Pay,High,-1825,27.76368032,87.37192055,0.848254143,56,157,1,94,5,36,36,1
66638,54.0,Wisconsin,Premium,Monthly,0,Credit Card,Low,-1978,15.73366324,57.63977309,0.590492932,95,92,18,157,48,39,37,0
66639,65.0,Idaho,Family,Monthly,4,Credit Card,High,-1391,24.89235416,8.025158342,0.996268717,395,228,49,51,85,38,24,1
66640,73.0,Nebrasksa,Premium,Monthly,1,Apple Pay,High,-290,46.76639486,56.63261147,0.770570035,370,242,7,39,12,26,33,0
66641,75.0,Washington,Student,Monthly,1,Debit Card,Low,-445,14.6924784,89.31456265,0.348949068,476,288,41,80,26,12,36,0
66642,22.0,Wisconsin,Family,Monthly,1,Apple Pay,Low,-1907,,89.81657818,0.457130758,45,199,44,86,56,28,15,0
66643,78.0,Nebrasksa,Family,Monthly,0,Paypal,Medium,-2137,41.01659643,56.93495414,0.793642136,290,10,28,149,4,31,11,0
66644,20.0,Idaho,Student,Yearly,3,Paypal,Medium,-316,17.65093005,60.61920957,0.630684222,54,210,30,93,42,44,40,1
66645,,Nebrasksa,Free,Yearly,1,Debit Card,Low,-1812,,85.22725178,0.512997387,412,52,17,179,21,37,9,0
66646,52.0,North Dakota,Family,Yearly,3,Credit Card,High,-1838,45.49022205,16.23067259,0.471899541,278,289,6,155,1,7,9,1
66647,,Nebrasksa,Premium,Yearly,4,Paypal,Low,-1924,17.16929232,115.8103419,0.721547987,347,156,0,79,30,5,35,0
66648,61.0,Idaho,Premium,Monthly,3,Debit Card,Medium,-2125,22.77722314,28.4232716,0.706590771,123,213,45,48,15,6,47,1
66649,73.0,Alabama,Student,Monthly,4,Paypal,Medium,-2410,40.98703776,55.01625388,0.071778734,461,288,17,171,31,37,46,0
66650,55.0,North Dakota,Student,Yearly,3,Credit Card,High,-507,4.782839096,119.9362911,0.648611946,10,262,15,7,12,3,44,1
66651,79.0,,Free,Yearly,0,Credit Card,Medium,-2741,15.87856888,83.01895617,0.035885132,359,247,34,42,90,20,38,1
66652,56.0,Idaho,Free,Yearly,1,Debit Card,Medium,-438,20.39044068,90.05600844,0.559489082,92,210,25,39,53,37,27,0
66653,,Virginia,Family,Monthly,3,Debit Card,High,-1370,19.75805391,58.18235167,0.29978948,322,122,19,91,20,41,43,1
66654,,Florida,Family,Monthly,2,Apple Pay,Medium,-711,41.81230533,109.3225503,0.195713647,471,170,22,71,74,6,21,0
66655,67.0,North Dakota,Premium,Yearly,2,Paypal,Low,-321,16.82929447,106.0548222,0.600632409,125,70,32,6,8,10,3,0
66656,,New Jersey,Free,Monthly,3,Credit Card,High,-1972,28.99852991,112.0404799,0.984093343,46,215,15,152,91,47,11,1
66657,31.0,North Carolina,Family,Monthly,2,Debit Card,Medium,-2637,29.4506999,53.29198267,0.176723731,488,130,17,195,26,48,38,0
66658,33.0,Maine,Premium,Yearly,4,Paypal,Low,-1127,14.46798044,14.69268879,0.105979445,140,142,0,162,18,22,12,0
66659,50.0,Vermont,Family,Monthly,2,Apple Pay,Low,-511,,106.2332784,0.116008996,184,128,3,5,87,7,6,0
66660,50.0,Montana,Premium,Yearly,1,Paypal,Low,-2755,22.50041013,77.89937324,0.698480322,344,232,38,133,54,13,4,0
66661,38.0,Georgia,Free,Yearly,2,Credit Card,High,-1271,34.43066498,117.796579,0.969865185,418,284,10,83,9,3,28,1
66662,27.0,New York,Student,Monthly,2,Paypal,Medium,-2463,29.28168806,13.58438808,0.041153196,9,210,24,141,43,21,0,1
66663,,Utah,Premium,Yearly,0,Apple Pay,Low,-2081,,106.3082055,0.71399776,436,149,18,24,88,3,25,0
66664,60.0,Vermont,Student,Yearly,4,Paypal,High,-2042,,18.27646173,0.937187602,281,296,6,28,63,39,45,1
66665,22.0,Utah,Student,Monthly,4,Debit Card,Medium,-1554,0.72318621,12.2495228,0.452146372,336,231,11,44,75,3,23,1
66666,22.0,North Carolina,Free,Yearly,3,Apple Pay,High,-1115,26.20097785,49.20176756,0.760457592,33,224,39,139,17,4,17,1
66667,26.0,Wisconsin,Premium,Yearly,2,Paypal,Medium,-1144,,95.25803991,0.746126232,384,118,25,100,80,20,30,1
66668,20.0,Washington,Family,Yearly,0,Paypal,High,-973,32.79619323,115.0483212,0.96678986,435,65,29,65,92,38,30,1
66669,33.0,California,Family,Yearly,0,Credit Card,High,-2188,11.65630732,38.62529767,0.545784895,41,127,1,118,67,42,38,0
66670,29.0,Virginia,Student,Yearly,1,Credit Card,Low,-216,12.34448023,65.86415037,0.837686657,62,46,7,6,78,7,40,1
66671,36.0,South Carolina,Premium,Monthly,3,Debit Card,High,-1679,16.91209128,74.05228175,0.25327592,464,117,32,120,28,41,49,1
66672,37.0,Florida,Free,Yearly,0,Credit Card,Medium,-277,15.54586546,90.73122552,0.055427474,214,115,7,136,10,19,29,0
66673,70.0,California,Student,Yearly,4,Apple Pay,Low,-1683,32.67763128,48.62613202,0.515048814,428,226,17,191,13,0,7,0
66674,57.0,Idaho,Premium,Yearly,0,Paypal,Medium,-1334,25.63009397,58.01304537,0.338735381,276,273,47,164,68,18,23,0
66675,35.0,North Dakota,Premium,Yearly,2,Debit Card,Low,-1438,49.0860023,115.3785515,0.571968322,372,156,34,111,37,15,0,0
